,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,11,3077.89072921556,3078.1801999104,3050.28672578332,2998.72999700152,3024.8766568093,3042.44713812682,3069.18370412333,3282.22633833819,3069.95928090927,3043.78654924598,3043.54995324876,2172.47147325027,2800.14700878342,2965.80879701803,2942.91868252725,2906.03114923511,2921.68425269258,2921.89502049649,2998.92760704657,2953.87105480212,2988.93428919502,2941.06733712369,3469.77922603929,2180.23211435363,2989.3933487818,3132.32389028071,3089.36819353369,3108.40966355893,3058.19234589629,3072.2706605484,3422.75363954818,3107.07025243977,3105.04834349548,3093.70148211711,3126.84758231217,2184.7632566443,2890.25913862352,3014.18670872496,2987.94916291619,2957.20654667226,2842.74744604131,2989.66990537998,3122.72359955945,3028.00162453773,3038.25858489082,3014.75151770698,3058.99375087554,2145.98344269882,2988.77663975095,3212.20586260984,3121.54183788437,3160.53144498495,3127.04421770842,3138.75803436156,3217.45848867782,3186.63814419175,3176.40823034298,3137.22223150836,2298.11978581551,2152.58936863142,2813.69950040566,2950.7721589292,2932.63686862966,2956.06377094935,2954.15955084816,3007.26621489081,3063.1954618704,3024.29893373062,3018.70493691898,3001.21218384359,2261.7300544001,2153.71825560887,2937.52229576065,3164.40469933279,3045.17883506276,3086.09849045783,3099.24382254213,3103.10416279332,3142.82914241666,3111.27318174563,3127.2018671525,3110.99662514745,2281.34973482843,2169.33261677638,2931.63882825417,3000.47656765863,2958.8225143896,2960.00403240248,2965.12508088189,2966.79270498586,3019.03217525498,3020.96344186048,3011.56100484647,2978.46777934904,2276.46430769743,2164.43427554873
,12,3126.09905203056,3083.49861477266,3084.33900570407,3039.75564545405,3078.96747248198,3090.5109692566,3076.84078879124,3320.03418376369,3094.72656899692,3092.51996410423,3067.6866435601,2168.87355718961,2834.84182592833,2974.85597454291,2976.05162496345,2930.23362834073,2966.7797908892,2970.89085954527,3002.40783426413,2985.16459128262,3004.8900211062,2971.98051690836,3492.43274453286,2177.60641047514,3042.15888574298,3140.54359097084,3131.68013474554,3151.91628054252,3106.45354340892,3128.09513278154,3432.41850075272,3149.93311388819,3127.75376203787,3131.82487009297,3162.2651015454,2180.94190234528,2940.21403209562,3026.70217401955,3017.4303399453,2995.47345168453,2886.1361305196,3043.72076045169,3136.35479407264,3069.94636681261,3058.94087617791,3056.65629938089,3096.68268914693,2146.49537698323,3028.40878407568,3224.18234711572,3157.60311265276,3209.31651622982,3181.08313333228,3191.35178947101,3223.8280622754,3217.86589187797,3210.20978185886,3184.62914934412,2299.28838973173,2157.86806655491,2853.88353961578,2960.33248904949,2962.43334454692,2989.02614984482,2995.211027494,3046.43929962878,3071.42929496819,3060.031751852,3043.53703915211,3038.54683727466,2262.21616049119,2155.17633021994,2981.86930367566,3180.64990193882,3093.41322973327,3115.19931079111,3141.7911414402,3140.70124041492,3151.90336644586,3149.36927955497,3158.48248953634,3157.49736325751,2282.74202064521,2169.16180957345,2972.9917150427,3007.30520084298,2984.94212769306,2996.39254550688,3007.87000982501,3006.57080296902,3028.98675081657,3057.2871408194,3036.73447782327,3017.81167128994,2272.35421369017,2160.88923418569
,13,3159.41310282364,3085.74284350541,3102.07868123924,3046.49107320307,3113.20185580704,3117.86384264178,3093.68720240155,3334.93752848985,3103.89128355271,3115.22400752091,3095.90696407324,2168.25467273432,2859.14781769214,2971.95337683202,2989.02483042609,2944.33549684543,2991.09985681425,2994.64465295034,3010.52167496212,2996.31251998027,3011.13935836912,2994.48700357585,3514.37394906704,2170.44738791363,3076.41813884965,3149.10546528274,3156.64266482066,3163.30048786317,3147.87082945503,3153.51672382328,3433.24446208081,3166.11113011157,3133.00500513123,3153.47773788832,3184.90308174778,2185.18260935532,2980.23910632113,3021.18457183532,3035.02652804228,3014.6843981673,2918.21589507171,3078.75656396087,3146.28093429501,3084.86249236163,3065.08541488145,3083.0372196193,3121.92179114675,2144.40648899611,3065.40071363043,3226.79493083308,3173.3598337308,3213.46490868454,3208.04172146974,3216.81453148374,3222.30375112588,3238.14056889224,3228.09438077766,3207.63456211152,2296.17459153336,2158.12953810145,2885.29349130986,2967.78943531637,2982.49761026569,3010.12840434323,3017.49479675361,3063.50940846076,3079.51800800303,3081.06696793134,3062.1042091676,3058.97948648069,2263.6863936221,2153.79600776873,3014.89492221608,3193.49119589491,3111.04812656269,3128.72337482443,3160.83243451821,3160.31928214932,3150.73312806725,3155.36904305799,3173.55744368862,3179.96478209902,2287.44174210269,2171.47247434094,3006.85772806232,3019.22845254879,2996.09005648892,3006.83189988041,3032.08528291177,3031.15205709371,3036.74605143604,3079.32039804521,3051.28341925782,3039.87199243342,2274.90021048868,2170.5531372622
,14,3162.1732408956,3091.60062661968,3114.52972706263,3051.889779404,3124.65486616495,3124.7596409114,3096.48605375068,3344.14382757071,3108.09436467077,3120.85934005924,3107.97667582767,2164.26346834579,2869.89092791358,2973.76607351763,2996.18299601398,2943.81194815629,3005.4938160404,3001.01554844735,3012.19062797398,3007.47698269472,3019.29581775652,2998.83599005898,3521.49360426516,2172.40544079379,3092.12571866294,3153.71572589725,3164.24704988872,3168.87005282919,3155.52832901084,3167.13639626873,3434.26984615627,3171.27329311811,3141.91004859431,3158.58823893159,3195.10857328676,2181.27011533009,2998.55943346079,3021.10817720791,3041.60699085761,3016.32752482336,2924.84918102199,3082.9725480806,3143.68244744473,3091.94199736335,3069.84037375516,3090.24830140387,3135.44861434694,2144.42156799011,3076.86661698456,3223.57855218152,3183.19690292636,3219.29691998472,3219.95358961654,3224.47181781056,3224.37898251196,3241.42559009723,3236.68489831365,3225.39115529511,2288.80896578909,2155.96384645372,2907.56695208831,2971.11332313483,2984.63974290156,3008.92116856033,3022.17103172887,3073.07109087884,3079.28301503234,3083.72107836222,3063.13064772492,3065.08676787493,2267.95489265026,2147.559206153,3031.79715064345,3189.57939062059,3115.86913818179,3141.44977069653,3168.21338319736,3171.12855777069,3151.6796845453,3164.33988518731,3181.50320696688,3184.75975228388,2283.04318712571,2176.94974084332,3023.65517819545,3020.16203688124,3002.52552310724,3013.20158244612,3039.26953936296,3041.6986078452,3031.70528999365,3079.86073811102,3055.98671565241,3046.03214009083,2277.93529640515,2169.43739152283
,15,3169.25138417382,3091.08869233528,3114.34503111424,3054.83102583285,3128.68601361907,3122.04085807211,3104.29981321386,3343.19866189285,3117.47097349147,3127.1100065027,3110.65525440378,2171.06627333683,2877.74464797773,2978.74336129842,3005.46676953608,2944.8628632294,3009.93212303247,3008.44797656589,3017.45738644961,3009.15752089534,3018.00830668618,3002.87980794756,3528.69041103529,2178.43266899889,3092.28336810702,3157.8916086988,3166.87397207821,3170.98382242327,3165.57452156002,3169.1066488264,3441.83409552558,3172.48088298651,3140.29408087697,3165.941720497,3195.52864692136,2183.17336078247,3006.4260676216,3028.6453800729,3047.81867134891,3019.62403074133,2929.65566159984,3088.80314088946,3141.39787064771,3086.62358250109,3066.40010713857,3094.35839541114,3136.2760911817,2146.48246288657,3083.93184616612,3225.83705712303,3181.29365747398,3225.64066538899,3228.54292586566,3231.19567624846,3220.4796563086,3244.64217481325,3237.72192464131,3226.0865672169,2294.63955859795,2153.44267365948,2917.99471964433,2965.53224041984,2989.49812352825,3015.23762379807,3023.22194680199,3073.67488581304,3077.41753722112,3082.92089169398,3066.53192838934,3072.67684543755,2268.88714423146,2152.82596462863,3041.88232914479,3193.4667773761,3122.18559341954,3145.2584545611,3170.77427293037,3165.92880640034,3151.85146639704,3167.20218506302,3188.66005313604,3185.06213707538,2281.9934903636,2169.7797369153,3027.94972448891,3024.0623377334,3002.87980794756,3020.76583181543,3040.64769277209,3047.08305516395,3036.22254353887,3085.54659557246,3060.21547315159,3050.41854703408,2270.56768243209,2162.30734819578
,16,3174.48969485831,3087.16120055161,3117.04928026324,3057.74485065298,3133.91118445691,3127.71242079854,3104.37738942922,3344.72129252974,3117.90258491464,3126.09767210498,3114.86972283698,2166.90234811545,2880.6846228115,2973.58103961653,3002.43258078245,2944.07307277074,3004.27076761574,3011.97974892957,3008.6961585577,3010.0884437599,3018.04693505746,3000.278607876,3530.21198514386,2173.14009770878,3094.06853357786,3151.79720042952,3171.52140323542,3167.67397877921,3164.54803778184,3170.91760856775,3436.46104537697,3169.74900516737,3137.15481424545,3163.39234847241,3197.26089214329,2181.83298655612,3006.77902520612,3023.70671816504,3050.62674991587,3022.2744723795,2936.2863632491,3093.14944016121,3147.80504068979,3096.47177280595,3067.08149475132,3106.38638339004,3146.96465012934,2146.24491949149,3089.14314802006,3223.39365167006,3184.64065767309,3222.72382457505,3226.84683085899,3226.71598431479,3219.12493545421,3250.72084277911,3237.20831772255,3223.22284454252,2289.59547134705,2153.41589490289,2924.45364466505,2970.75772693926,2991.12568499616,3018.54595502492,3031.24391770295,3074.8820930123,3076.78655593501,3086.16316061668,3068.67041526296,3068.49960813543,2267.66442096042,2151.40690094207,3047.63263011107,3191.39034132484,3123.02460578189,3136.24863491976,3175.84201947718,3169.77483334928,3149.06550469941,3169.39350217297,3182.94598781287,3189.99805612264,2283.44958236296,2173.37669360156,3028.11895135395,3022.03909479719,3007.35674802979,3024.50714814215,3042.59053041048,3045.46598677576,3039.21532309147,3085.78182944037,3064.98064018125,3048.11873598758,2271.30229601622,2166.08802939901
,17,3178.0629403503,3091.54775192205,3115.90788047175,3055.25109946745,3135.44861434694,3124.18167417052,3103.32760103168,3344.84045780351,3111.87697667983,3130.1570023268,3115.96099883158,2176.05647521428,2877.92836927732,2981.10664098638,3000.31891821455,2941.9993450427,3005.76915432758,3010.53591796667,3009.43310284473,3009.06590390775,3022.69709842094,3006.91193005049,3531.11972317973,2177.18511852953,3098.11396091588,3154.59607742964,3169.6185831108,3171.02378302424,3160.81969736879,3171.0366971209,3433.75791187187,3172.45505479319,3141.67345259709,3170.27525274263,3194.21530765772,2186.12849595677,3009.63071288978,3025.37567699705,3047.700007857,3019.74171958443,2932.09788784094,3091.66665907617,3140.00558483093,3093.03189838863,3072.70389194186,3093.26849438585,3138.37792132793,2143.77781245495,3088.96079033354,3219.86197262895,3183.05314222774,3229.06777424672,3226.51979861036,3231.77242467834,3218.2211513671,3245.62730109209,3236.81550125341,3226.1784278667,2299.19555443313,2160.29835334815,2910.92949046276,2963.73376971391,2989.15675278458,3014.06901988185,3025.86178308814,3071.25970607626,3073.76772111164,3082.23815020664,3069.22366472431,3070.27457979742,2264.05459179809,2157.39609287148,3044.23269473609,3189.13324513048,3129.6450680424,3138.84989501136,3177.3663101175,3169.08057697089,3149.10685536444,3168.25334379834,3185.87669981348,3196.26426310633,2282.01931855691,2166.91621872859,3030.22114352707,3018.49416911507,3009.23646744848,3017.96932073402,3042.74976658052,3047.84474320442,3041.21274541632,3087.60846511772,3062.29025679351,3051.71799755227,2272.98408047987,2160.25839274718
,18,3179.65326366665,3088.12200480592,3120.26983513924,3058.15470847131,3135.01676537384,3130.91982731884,3104.60259236545,3342.39873078134,3116.0800617447,3128.59553255813,3116.3295719486,2168.1388970695,2880.30583316469,2983.49828278526,2998.03566343456,2945.69163899951,3011.49630034263,3012.12714205932,3016.40780149492,3009.61790760646,3015.81692039683,3007.10989146514,3522.02024938225,2173.25970414479,3101.80608005088,3159.49483722272,3174.89965569026,3169.04201379409,3160.33620317395,3174.36067466387,3436.51695237133,3171.87848672726,3139.78353111489,3170.11900119763,3196.52809684132,2186.89114833111,3013.51845384081,3022.5266493858,3045.35098514694,3021.5943973935,2935.46172063975,3091.37855155893,3143.63193361522,3097.76104206759,3071.95671627358,3094.41263462428,3142.93530307524,2144.84258741681,3092.78375209201,3223.29050283232,3185.65442266252,3227.45444802216,3227.68982581216,3230.94759087671,3219.35121429092,3250.19886254611,3237.56545917538,3228.5173030118,2294.27215303468,2159.69453610637,2914.04258541168,2965.52063400235,3000.37311595993,3014.3069450711,3025.4559576585,3074.62238192849,3074.72715672114,3086.29648679069,3067.70212870499,3070.77495407739,2270.0696632567,2152.19607222481,3050.24932853457,3187.90001449759,3129.52754088811,3139.82349173348,3170.73571050042,3169.21282107234,3145.52226580451,3165.83834176203,3185.33912363533,3192.11585975913,2281.54713263595,2173.27383655868,3033.41323766695,3025.37701107054,3003.22250299545,3021.24011239695,3042.98648610532,3046.95282116297,3040.80668309355,3091.11612725268,3063.90635726329,3054.55679082411,2273.6817133178,2168.42739324276
,19,3181.26661096967,3082.82903104418,3114.12256752468,3057.99571050005,3138.3250466303,3127.25474185012,3106.95256359666,3345.5361133875,3111.75806952572,3127.01814585291,3116.93296735156,2166.24663500012,2874.92109039199,2977.29917543282,2999.67613732819,2943.47057741262,3012.67673406507,3012.37532392237,3004.39100091846,3004.48286156825,3011.11364104535,3003.44486059179,3520.28601439677,2171.13206213111,3102.2379436686,3154.18891789169,3171.35223967125,3166.59839012882,3162.84282462408,3169.05353046657,3434.17798550648,3167.67537705745,3139.61133938963,3165.50873276574,3195.18630152889,2186.32513135301,3022.78895907073,3023.11717205554,3041.26562011394,3019.49220949056,2934.5540028275,3094.14884591823,3143.17051316033,3086.55755004461,3067.73951825773,3093.92516401767,3136.28900527835,2143.22591756957,3093.92516401767,3220.63633110388,3183.47345952455,3220.29496036021,3224.43185720959,3224.61557850918,3213.545273729,3246.88776565811,3231.75951058168,3226.16551377004,2299.3273756839,2157.73746361514,2907.60691268928,2965.63701516629,2994.0952982754,3018.04826728715,3028.15927398181,3070.65493649326,3078.06129275629,3083.61630361577,3069.57794956463,3072.10009700767,2264.75024738208,2150.89469802313,3051.58739461251,3180.93839798486,3132.2049831266,3135.6722962475,3170.80010112368,3166.62446198433,3145.19242210462,3162.48756513495,3178.05002625364,3188.42370080103,2282.7149741409,2171.06627333683,3035.17260311455,3019.88645493186,3003.06352924715,3022.89373381718,3040.81947462383,3049.90661274968,3037.43110805606,3089.61770362756,3059.26908916272,3047.75288255462,2279.78664180871,2163.88335531216
,20,3181.62229878158,3081.333329229,3122.41065218165,3056.67056135028,3130.69638898195,3122.98740086586,3104.10357195766,3339.44456895317,3108.93710117123,3123.11922217475,3119.20600550036,2162.70157265548,2879.65013789253,2982.10599635453,2997.14239741163,2944.27328070177,3003.69569519854,3015.50137770733,3003.28853548105,3005.03510690833,3017.82591613035,3001.96203787362,3517.752504049,2173.40443955603,3101.38600623104,3154.19030876683,3172.98130233549,3171.70792311131,3163.57983582461,3167.88632346491,3432.42001431633,3170.38142550388,3141.30763885451,3163.10664362151,3195.98911581493,2183.18845589125,3010.24874932315,3021.2932307802,3039.75698586856,3019.62536227857,2931.4695573774,3085.91637358944,3140.06008783502,3084.65469015607,3068.14803072953,3091.97040730626,3135.37105037039,2146.2996880216,3090.10492867244,3216.4759990507,3179.8498991496,3221.24252112944,3221.2815070988,3219.53493567152,3212.92998147521,3253.82260839802,3232.53651279039,3224.62991454211,2301.29839936238,2162.08486335269,2910.72024983538,2963.18318147698,2993.46577683878,3014.72701889094,3026.41403785549,3064.56327084698,3072.15335175653,3076.61846355967,3064.70800625823,3066.55935247816,2271.48802155444,2150.85690417734,3048.20037218245,3183.31697013714,3129.71126226872,3138.37930523104,3174.18986738562,3163.93412082115,3143.71088020317,3167.22965354352,3174.58411300076,3183.67125513369,2289.40085616329,2171.97341081825,3030.84040735157,3023.56465081997,3006.8474671589,3024.03784302307,3046.41481478582,3051.58874024436,3036.6310421129,3082.79042983379,3060.80746002387,3059.50703428345,2279.98428258927,2164.05487311685
,21,3185.5082825655,3075.64513837071,3118.46901386696,3055.18531067317,3134.20106387758,3121.94924108452,3106.23010517056,3346.02221947858,3109.30292918797,3124.11588537623,3120.16368447525,2166.44327039636,2874.39624201094,2977.7852815239,2994.186915263,2937.60002400279,3008.23842707299,3013.63578848839,3000.96267374972,3006.58371706568,3009.5907522888,2997.91665257443,3519.4317347199,2181.76913551783,3099.78158501984,3153.83341474036,3174.04373234402,3167.22825691853,3162.94759937053,3166.67733668196,3426.31256965667,3165.86301760606,3137.13037085857,3159.59919340374,3194.22822175437,2189.7663726184,3008.36903001275,3016.94423385421,3043.419350309,3016.81363091445,2932.04598779212,3089.82822776926,3139.06066281527,3087.45081567365,3068.39618788955,3095.65882057812,3137.97076178998,2146.27291339367,3089.49977112225,3212.10108786339,3179.17866956889,3217.48553518213,3221.52959673292,3214.28088991396,3211.1949081377,3241.66096778344,3232.52095495996,3224.45890371391,2307.33752688112,2160.83635948806,2912.71504707203,2958.63781844121,2988.42235491062,3010.87826335914,3024.32476192393,3069.73559900871,3072.33547469388,3076.52524624089,3066.50488188502,3063.93107805536,2276.39827524095,2155.20240207545,3055.76303375185,3185.88961391014,3133.85969313391,3136.36770816929,3167.21534282187,3159.59919340374,3141.5815919473,3160.34772368536,3175.56783941157,3184.37963925025,2297.37125553389,2172.77385804177,3035.89408689186,3027.94972448891,3006.58371706568,3018.31069147768,3043.60307160859,3051.36371271194,3036.81318071421,3085.45473492267,3060.60850028188,3046.75484217914,2284.94765088909,2166.87747643863
,22,3186.26972694377,3073.54428287328,3112.61259286479,3052.57227722914,3136.22419113287,3125.08809755841,3100.74088310537,3335.8580944241,3110.23518076917,3126.13779432052,3121.68657323179,2170.71198849651,2880.47634491367,2976.48485635692,2999.96463337423,2941.13312591797,3004.7971858076,3012.51908462099,3003.58959593921,3007.25330079416,3014.01614518422,3000.12228281831,3514.76974582726,2180.79716699785,3099.37442548189,3150.77350481961,3168.64637092862,3163.76216210863,3161.09625396697,3166.93976087249,3423.6198586729,3168.77819217939,3132.54635387027,3161.76608135765,3195.50160041705,2188.46594745141,3010.98303810559,3016.77367031348,3039.4401029037,3016.02514003186,2934.51404222652,3093.47901852756,3142.12057273602,3087.08361673667,3066.51901429268,3098.60006700697,3138.24610007716,2142.70082552632,3092.66469945166,3215.48945443116,3179.88845756054,3215.00334834007,3219.77011197915,3216.5004089033,3212.41663041375,3246.21818192963,3231.94420653008,3220.2691321669,2313.53653693797,2164.73666034023,2908.81450255767,2957.11468602246,2992.83361539838,3019.28168534886,3021.84257508186,3065.7563516034,3065.5468021105,3078.6921341948,3065.3362779688,3067.1747092757,2291.68442342365,2152.85203648415,3057.48377621565,3185.90252800679,3130.98447916155,3134.29292452737,3170.05157084206,3160.51853088829,3142.64542111707,3162.2651015454,3173.65070521373,3179.42817966276,2302.72865634831,2176.88370838683,3033.0188729195,3023.56331754566,2997.03630104205,3016.85237320441,3040.29340793176,3045.08697441297,3035.90700098851,3087.10944492998,3059.29613566704,3042.65790593073,2295.61055246912,2169.09602077916
,23,3179.84849695957,3077.73283610928,3113.452740134,3051.20606326787,3129.11900135034,3126.36147622108,3103.13120929764,3339.87632778157,3108.54148480969,3118.57378861341,3111.92985137746,2164.11873299837,2878.21662166116,2972.04654936484,2993.45154274024,2937.83662000001,3004.44290096728,3009.19650684751,3005.53280199256,3005.74332613427,3006.01866442145,2996.1172072197,3511.88039944724,2174.02140851113,3099.95336687158,3151.89045234921,3168.91001343016,3165.56038915236,3162.48756513495,3162.88181057625,3419.71955782074,3165.32501146615,3130.32780952973,3158.68009958139,3188.41054304217,2184.06662641151,3009.22355335183,3017.90353193973,3040.08385843886,3009.49889163901,2935.31569086797,3085.70424501654,3137.56360225203,3088.93496214023,3059.75519525381,3090.23538730721,3136.35479407264,2145.35357590912,3093.22950843368,3215.43657973353,3177.34048192419,3211.71975651875,3217.45848867782,3211.16907994439,3213.69000907642,3244.82589611284,3234.83257826129,3223.86704822756,2327.95500402274,2165.60287946495,2907.39638854757,2964.61314659749,2990.75980640527,3015.98615407969,3019.83358023423,3064.23346284686,3064.62770828815,3073.11105147981,3060.51663963208,3065.91424470968,2298.26330285192,2155.25527677307,3055.72429146189,3182.39647259592,3129.9723063784,3135.77707099395,3167.7801518039,3160.96443271621,3139.59842529298,3159.67813995688,3173.45309516868,3180.45229189377,2328.88725560394,2172.68102274317,3040.24053323414,3019.82066613757,3000.06940812068,3016.11797533046,3038.49396257703,3045.72975529933,3031.02279216852,3086.2303117086,3062.43401749212,3042.74976658052,2312.23586810878,2158.48599389676
,24,3176.60626649894,3076.38186745812,3114.30741845041,3049.18525523338,3128.12234035503,3123.42160709959,3100.0853368283,3334.0601192601,3108.63471624639,3121.41261136607,3109.92100957293,2168.12598296715,2878.88869317849,2970.81322300512,2988.98750727099,2939.87395772193,3005.46809483052,3009.36839740256,3003.27537771639,3002.36919759111,3007.54312304964,2998.14043822721,3513.98402278585,2177.64611302228,3102.05559025478,3146.00837210995,3166.25865924418,3161.96386739468,3155.26607785883,3164.3283664363,3426.48366949452,3167.47916374742,3132.62643812752,3158.54967112808,3193.02203988441,2193.49707717666,3006.2565860608,3012.74385136212,3039.28379366547,3013.97848827925,2932.86062549659,3084.85230028826,3132.37692792363,3085.56087028135,3063.46045523874,3095.23986816162,3128.67423548377,2144.55311659432,3093.90070011414,3211.62955573478,3181.11036427143,3214.54473159359,3220.5987653104,3215.34613692622,3207.72900950043,3243.0288554564,3226.14110817938,3222.66087942718,2360.91842399133,2165.60383441194,2901.7637106998,2959.17810411228,2991.23309910606,3011.92953192713,3024.28735322696,3064.05109267453,3071.33878865924,3072.53443960702,3057.15666765573,3061.00409550683,2332.46134664476,2149.05721436681,3060.71584299588,3182.08257688232,3130.57870008695,3130.47270698276,3168.9762249708,3155.14838896383,3139.08787522414,3158.78626722963,3169.79054440578,3179.00950784761,2355.94113401575,2180.29910823715,3032.19273316371,3014.58228347969,2998.75836584155,3017.6292806474,3039.46751504607,3053.12454377479,3034.80552409768,3085.2465459034,3063.84056843999,3043.60441371966,2341.56140288005,2167.59991604312
,25,3180.25565649752,3074.69997269284,3111.37795649209,3052.02038234377,3128.80370246218,3120.67561875965,3096.95924574511,3333.67853603573,3101.18678493328,3115.86913818179,3107.88481517787,2168.80752473312,2877.24562778999,2971.69104621351,2996.59039921413,2936.57615543399,3006.70140590879,3009.76131582954,3005.309120092,3005.02062404596,3007.51572498469,2996.98342634442,3514.19202274858,2180.88878398545,3102.60514260558,3150.80055132392,3166.02066705014,3157.61602674942,3158.69301367804,3165.21926207089,3417.74930526307,3162.52752573593,3137.02462146331,3152.63898263082,3182.7636715329,2200.54720670374,3009.93212303247,3011.46914419668,3038.44206252821,3011.45501178902,2929.51092625242,3084.02370681592,3133.93863968705,3080.51740774285,3056.19626514531,3093.78042867025,3132.4155072683,2141.15089026545,3094.12179941392,3210.02630422148,3173.67653340704,3217.26209694377,3220.23014621473,3211.15494753673,3208.46321120176,3237.80062753225,3228.68644290208,3224.80027445757,2410.45122810691,2162.3334200513,2906.33353402661,2965.36167687911,2992.62406590548,3008.00183107578,3021.27776609983,3060.84509627909,3063.48493256524,3072.54624249779,3061.84313665458,3061.75127600479,2383.91129750664,2148.59720712946,3081.51544811834,3180.0190605003,3132.75687801197,3131.92964483942,3167.71436300962,3157.48444916085,3130.86557200744,3152.54712198103,3167.76723770725,3175.59391126708,2409.59792307884,2177.71118522159,3028.25113463161,3023.20903270534,2998.92760704657,3023.11717205554,3040.75368582954,3059.11143971864,3035.09365656142,3084.73325114537,3055.92068319593,3042.07993918984,2394.14121135541,2171.28971157519
