,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,11,3199.11223672963,3047.85631191289,3091.49448722223,3047.489113138,3112.84659647473,3095.87991758086,3048.30343185444,3339.36267576971,3109.36758910389,3116.81292803256,2290.56743943798,2170.89450785518,2879.9100210163,2958.71521529273,2937.67767380292,2900.04162684251,2982.06437906347,2993.67365950778,2966.20051480473,2988.10573700945,3024.4152875329,3007.52755515732,2696.53334072529,2204.46066686804,3057.58720127849,3096.27416284813,3120.06947191205,3090.83781788028,3140.08314528501,3155.2374655275,3413.44131275663,3138.31074721696,3103.9699864089,3160.68769923468,2272.70749530937,2168.33361925261,2901.21023024288,2994.25162599354,3003.82486598465,2983.56143896587,2909.60170908057,3027.02929447186,3113.92455757633,3049.43207467149,3027.22568611921,3071.15260100934,2250.86952384245,2196.66006860706,3088.3556321339,3193.17589714594,3167.10917004651,3184.27224058773,3206.88603216032,3157.61463291159,3134.93529623585,3145.26998026912,3174.59446955851,3204.82391986312,2186.83731863221,2167.96642047772,2863.03520273167,2920.81674425762,2954.88094858957,3028.5921431395,3004.91452286674,3020.72551245119,3050.25955114098,3047.08171011769,3020.69968426928,3104.58693882962,2148.34674870993,2231.99862568796,3096.65549402444,3118.1662272998,3146.45271607092,3145.92664961108,3160.43818925095,3145.66422553639,3122.23611524736,3108.51306614202,3170.19490679846,3200.64828256698,2182.22723182339,2166.88943402449,3058.08622124596,2993.68657359874,2969.11593175333,2987.29117463091,3059.34668525558,3035.5126339188,3024.25763815842,2992.21558554034,3026.49031392106,3040.69922524082,2186.78444395792,2287.94076207016
,12,3207.04368153481,3053.13598215462,3098.55971328506,3054.08114741527,3119.72810131907,3103.83840887842,3055.27557899756,3346.1525636669,3111.70479590464,3124.79724751203,2293.0367110934,2168.92449982932,2880.40904098377,2963.11477805277,2944.53310680325,2901.6963361194,2988.10573700945,2997.61294457323,2966.46415718988,2991.51993026343,3025.67575154253,3022.22257235359,2700.39367927245,2205.72113087766,3068.22426996978,3098.90108387804,3131.21847466176,3107.13491334124,3148.31697474821,3165.76975951859,3421.07134755216,3142.64403388758,3105.94023809686,3165.19179303284,2271.51306372709,2170.68398380641,2911.11192673602,2993.51601013329,3006.89768864565,2986.24026002169,2917.10016634563,3034.44856155653,3119.62332661887,3055.09210144116,3030.25879185897,3068.27714464407,2252.94333192014,2200.8617777472,3090.4964472873,3189.89328142244,3170.44441678219,3192.95343365458,3223.64316165379,3162.18475913708,3139.96545649385,3154.6724131327,3184.06269118733,3213.09770990965,2185.20843753723,2169.48930856203,2865.0702685365,2920.78969776525,2961.36820816664,3031.44152766077,3008.23709917356,3031.5862629443,3050.57484988995,3052.97833278014,3032.28191822122,3110.66679538637,2151.43272912398,2231.27592391867,3106.89831744846,3131.71749462923,3156.22234770939,3149.63031343212,3166.80654172639,3150.28722643617,3119.63624070982,3113.04420643255,3175.53939115706,3211.70542470745,2184.3151723025,2170.56629501525,3066.59538887481,2990.31136627972,2977.21891467233,2999.13583265754,3069.05174643927,3039.00577369106,3030.66595121719,2998.30859985014,3030.03632836762,3053.06994972729,2194.51925345366,2295.41290382911
,13,3203.86442586288,3050.35006488501,3094.61808715972,3052.00477343127,3119.50426042784,3103.9946877012,3051.05960858795,3342.2895310398,3108.35404429098,3124.95351708055,2290.72432101789,2170.78877465519,2874.22192231953,2951.87236764879,2942.08860792886,2903.49352400992,2986.23894146439,2999.02973375233,2966.17337692535,2990.00863604828,3022.2212379085,3018.21616584623,2701.19389120069,2205.12830199036,3060.93425422862,3090.2716446552,3126.20106644837,3112.41199100419,3143.36534772127,3160.84395295598,3415.98680430977,3141.02692364257,3101.17113260857,3163.194316472,2275.03102715388,2172.24587333089,2905.83194808862,2991.41383472097,3002.20757337246,2982.3257299708,2912.56871467484,3036.46937253412,3115.27550666251,3049.24725073681,3031.50500323336,3069.48337866598,2254.08511185978,2200.26992565346,3091.15199541026,3188.59144892455,3172.30849305466,3187.46280660585,3212.87285314366,3156.06330479259,3133.27920347684,3153.35865674907,3182.28888799721,3220.25337469664,2189.75152504604,2169.33070133156,2870.47927421608,2912.44980762572,2955.32676362292,3032.81834133737,3005.46411581404,3025.78040853657,3049.19437608587,3052.30715795577,3023.33696614195,3097.95455073268,2153.80918916761,2231.06441475573,3107.80312454085,3114.71069817919,3155.55137096021,3149.89159035167,3163.29909112593,3137.79620937149,3116.7067771677,3110.36425567467,3172.88524097529,3212.9915165308,2183.18556551193,2174.09721709977,3065.62304182333,2987.64414013708,2973.38333508819,2999.12159432101,3076.41678047482,3039.93643893152,3026.18756771501,3002.45708324603,3027.6846269564,3047.2511717483,2191.49809416098,2294.70234659973
,14,3204.87820923775,3045.33648450684,3094.68660839595,3046.92540571987,3117.0119139047,3106.4264969046,3051.17999141235,3343.11995900191,3107.38579499013,3122.50113596989,2282.66307409207,2166.27246319343,2875.8533419732,2953.50385586514,2942.89261067174,2896.64162631775,2980.81814494034,2997.16812229281,2965.16504148286,2983.01086108756,3021.44954795157,3011.96816438442,2694.05234419002,2200.92853804838,3063.56387911838,3092.91420954553,3121.21362489956,3119.6646642875,3144.85105136095,3158.57410652393,3416.00273460596,3138.81115272139,3098.36347100975,3157.72080149587,2276.63487123816,2167.53414607045,2904.77068466909,2989.22278524106,2992.67694060311,2981.26429043046,2917.79686593707,3033.88509204422,3110.62942621047,3047.51628655741,3024.94268926579,3064.66669424032,2250.47627198253,2190.72445239292,3086.78123194517,3180.40039184494,3169.75040436157,3192.41586230299,3213.29576363513,3154.66089157511,3136.26293342284,3141.33208185343,3177.73472736549,3213.545273729,2191.95908876563,2166.10189965269,2868.17140376078,2919.96375389099,2953.0048356774,3028.17218807847,3003.15636454575,3023.23486089865,3048.33060563331,3046.71488157816,3019.58407014036,3100.87148604513,2155.71433635985,2235.3209704018,3101.37050623287,3113.58358673596,3152.04810179328,3144.69340191687,3162.72416113217,3135.86868798155,3113.452740134,3105.25789298838,3169.5008942677,3188.85668853229,2184.93406384723,2166.06291370053,3068.92127993281,2987.27957918771,2976.82598343838,2999.40079904101,3066.51901429268,3032.72940222465,3016.85237320441,3000.55551421177,3024.39079438041,3044.58795422522,2199.31378864204,2295.63759897344
,15,3204.73205925387,3039.88490652437,3091.2449772385,3044.88802029,3110.69384187875,3102.06576714828,3046.9240607432,3341.10924565585,3101.96099244808,3111.8485565398,2288.7550807866,2163.15969835945,2871.19032933868,2957.40187660882,2943.71878808681,2895.37964000777,2981.565359096,2993.23945365718,2958.88602242026,2984.80898888453,3015.47288870183,3012.25508709521,2700.26283272824,2201.79378525479,3061.93364570216,3090.53543322226,3119.39964481704,3121.22516122147,3136.49814490349,3152.05962450421,3402.094456387,3130.03695717043,3090.96963907286,3153.85906906463,2276.2396210166,2165.56293758754,2899.88397746802,2988.60475697691,2997.45529519874,2978.58439704425,2914.72275529945,3033.62132874913,3109.13099321111,3043.27327159644,3021.88120176061,3062.65610380936,2254.72986238961,2193.06093582413,3084.82375008877,3177.46968226169,3162.89332850495,3181.58074910304,3205.74423159023,3153.34713500621,3124.2592416096,3139.01931658483,3171.18003264244,3211.49587530705,2192.86430051468,2168.16281212507,2866.60728902223,2915.47128525065,2960.33118229675,3022.93114172146,2996.94336114032,3021.9601482789,3045.93893489922,3042.07859635206,3019.13659193954,3103.11570710913,2158.74746517054,2229.46356526729,3097.4427662485,3109.47236380409,3145.44054373456,3141.9474039623,3166.62306416999,3133.20164044067,3109.1838678854,3100.38522968948,3163.3404484465,3183.65553182911,2189.96204131912,2172.28679305738,3064.59930900494,2985.334080696,2970.73165509526,2995.26258001943,3062.6431897184,3037.1144685214,3013.67344414141,2989.5109363026,3022.80053883935,3040.26623770069,2195.81967804662,2297.42214145203
,16,3195.13017017843,3036.08767625478,3084.45260981551,3042.18068518522,3111.62334587217,3096.66567414488,3043.53300861015,3340.02955403417,3107.06613776108,3114.39378142919,2291.56345620749,2170.45960406926,2872.04109833512,2957.82055698091,2932.33060056123,2886.64424202938,2974.26115489993,2993.52628131299,2954.53696950804,2977.63660290095,3005.1745374083,3004.97790227246,2697.01682180941,2201.75309910788,3058.56962678603,3081.2089828907,3113.15914669151,3116.28508492907,3141.2102331147,3146.89608304638,3402.40699489601,3126.18677268026,3091.78025348363,3146.6075873824,2274.51808950636,2164.27351630129,2899.13288794318,2984.33340596597,2994.49849220767,2975.49578963762,2908.0621211378,3025.92259001309,3101.66878349338,3040.76257305312,3019.58007131921,3064.29519360388,2257.85380998299,2193.41450230642,3086.51472029213,3174.53854849955,3164.80766772511,3182.16857655872,3197.69130018194,3148.48475849333,3121.70851101776,3137.00730937476,3168.87877038886,3209.41825906397,2195.94834217955,2165.96842832721,2867.05090306617,2908.44345197744,2949.5726023982,3024.3207568247,2999.97357461456,3020.74891734973,3041.90534726266,3040.18460707764,3017.15100605377,3095.02388040845,2160.93827251021,2232.50858871906,3100.55305575234,3107.63118965701,3140.84181635461,3140.39567145532,3156.12794429394,3129.28566444932,3101.09106117977,3094.47296090146,3158.50413493177,3185.47823585258,2185.77131650582,2166.92650683295,3058.98969986433,2981.69454782326,2970.99169981601,2995.27284965712,3056.79698662091,3036.37617191877,3009.90206517236,2989.48125047022,3014.69465065796,3041.39219534682,2200.22996870621,2296.69741198467
,17,3194.22822175437,3037.28637270864,3090.2083408029,3040.47712923135,3106.53248996206,3096.65686095361,3042.93324421791,3331.49873398516,3099.04718714589,3108.29197471582,2285.2758638739,2165.78757541334,2867.19943524081,2952.00679530191,2933.28062416482,2887.05546800415,2973.0833320303,2988.81562570311,2955.26334061891,2972.72904718997,3005.16535939338,2997.22002234163,2694.94560981906,2206.90386620466,3058.87606203243,3081.16018862921,3105.08732944765,3115.67250278554,3129.38142554086,3146.30936963422,3394.9790725752,3118.86325930826,3089.68349242184,3142.50068576965,2277.05494487277,2167.48127137282,2892.72816770673,2983.54984187628,2994.63306075312,2974.84306044626,2908.63102492028,3026.19023973515,3093.6756539238,3036.74739191992,3018.04826728715,3058.12753175081,2252.85246576715,2198.59108655373,3079.38778977879,3172.0617840007,3158.20690758696,3179.65186156333,3197.0257074846,3144.28624237892,3120.66270466299,3136.63135067082,3165.44270030926,3205.40330128101,2194.19176551382,2167.52001366279,2859.49045052407,2915.14411555427,2951.21830441932,3018.2446590212,2997.20710824498,3015.30365625456,3042.01415039556,3039.33532815725,3014.0561057852,3094.41127010876,2157.26427162071,2231.32880889984,3093.41322973327,3106.25593336387,3142.72436767021,3138.67933147063,3152.62582487197,3126.17775492149,3096.85349634986,3084.27321690979,3151.87729459035,3177.19574657677,2195.00608458972,2167.03512588271,3061.39699116447,2976.52359864688,2963.58903436649,2991.75784678076,3057.56247910659,3033.46477474741,3011.3114947526,2990.8375346474,3013.74056323484,3034.30516567883,2204.68410355312,2296.22847981098
,18,3190.57743099608,3030.61538896837,3084.43086635387,3038.94108271595,3102.19895771643,3095.13275388606,3040.75368582954,3329.16030784171,3096.85349634986,3107.635305084,2285.19716098296,2164.65771378709,2861.60543842916,2945.2571086707,2927.63375265555,2881.80162362517,2972.28192705105,2988.13288421578,2953.34620642107,2973.42470277396,3002.72215850348,2993.45154274024,2694.52529252225,2206.82491965152,3057.73328630952,3079.99255936179,3109.02759090078,3113.76828268436,3132.30975787305,3139.55968300301,3395.52999281177,3124.40535607108,3085.32413198291,3136.15815867639,2281.71693376541,2168.452265244,2889.39267583659,2984.88925299544,2982.43411265769,2974.29214020969,2904.25753207368,3023.53748935235,3096.70973565124,3033.80614549108,3015.5919086384,3055.17215291431,2254.61316883191,2198.51238366279,3085.94084101376,3172.12659814618,3154.07001073758,3175.9221242519,3192.24505510005,3142.05478394173,3120.84642596258,3129.88044572861,3166.86105798155,3201.0968155397,2196.30553510791,2164.56585313729,2859.46462233076,2913.12220660998,2954.85618108096,3009.3812027959,2991.16696594322,3009.32832809828,3031.42995170647,3034.4628151229,3008.90801080147,3090.69444689399,2160.75741293492,2230.58027861822,3091.27241363487,3098.60006700697,3143.76139399787,3135.61917788767,3154.14895729071,3119.83425317943,3095.80355592555,3086.5317218513,3150.31444523283,3175.81734950545,2193.50902402649,2168.68886124121,3058.16627404078,2975.65737952216,2964.03517985661,2986.24157821125,3060.83218218244,3032.87413757208,3009.66969884194,2986.80638719328,3012.67673406507,3032.25621023022,2201.11225934797,2302.17676146294
,19,3184.36410119698,3034.71098563122,3084.08813422852,3031.54630236097,3102.46001241555,3092.21718899152,3029.47127597281,3325.3243279154,3090.73304318008,3103.93002582557,2286.36475564947,2174.74193231139,2859.29255297567,2947.0801066665,2930.08759959072,2882.02403333941,2964.44103082764,2987.48780994036,2954.09343270341,2967.908342418,3003.49640948263,2996.54911587305,2695.82355304695,2204.71017685177,3050.16769053173,3085.12516009841,3105.55890692055,3117.40356494718,3131.6397664214,3141.37065578701,3391.9705400646,3118.5853261006,3084.65196831286,3135.82856147058,2278.32853614408,2168.4912686271,2884.5059754237,2981.63139152333,2986.47685591447,2971.03306510491,2900.50068622664,3022.23548644455,3096.74735463368,3035.94562145893,3012.09743772072,3051.84847165262,2255.16309359184,2196.04214153797,3080.51604793796,3168.44833691233,3149.13129346465,3177.81202750304,3187.51587037627,3138.6650319009,3116.78685618855,3131.44215646358,3161.17380511119,3195.65808289232,2192.96907521488,2168.5960433273,2859.12198951023,2912.64772891129,2950.14025889864,3015.80134520386,2988.72244576807,3009.1303644083,3027.4094073377,3036.69415141013,3006.43765461314,3087.26597525181,2161.43920031732,2235.21520898412,3092.36094962668,3099.07164734348,3140.1620918033,3131.39025643767,3144.64011375745,3119.61041252791,3096.53658692281,3084.27185544701,3149.13129346465,3175.51356297515,2200.12616188695,2166.1667322552,3062.56448686221,2974.77571486091,2964.3752420624,2984.33604076107,3056.45734015098,3031.04728239351,3005.4924893525,2977.91456994924,3014.97386873437,3027.80365260497,2208.43869420635,2298.02691076807
,20,3192.86157304533,3030.58822300937,3082.99823368434,3034.68515744931,3096.97079277341,3088.69700272688,3035.45951558242,3325.70565909171,3094.93475232021,3103.18149587437,2292.01162466609,2166.92841995945,2856.59984318052,2940.65887951677,2927.63246033672,2881.23651745326,2963.9819714435,2983.56143896587,2949.69411360546,2968.18368058364,2996.90437520536,2991.38810907085,2690.51902927168,2200.8617777472,3053.98928680602,3073.72640370287,3107.41025150688,3112.12511301591,3123.30018760963,3134.80347504327,3390.02636022064,3112.97841766731,3080.47608735463,3134.75157501736,2281.41451655813,2163.9211424016,2892.42450613793,2986.47685591447,2987.3701211492,2969.12884584429,2903.41585951315,3020.72551245119,3089.81394976344,3032.37377883046,3013.37203413176,3048.09290780567,2261.80800254339,2200.4685071283,3078.96611336128,3168.38254814708,3149.9977558691,3168.12012407239,3187.31947872891,3137.94233013161,3115.32878222111,3127.85715608207,3160.64773865135,3200.26792603905,2191.89233242375,2169.63404384556,2853.82940517754,2912.89723889502,2947.40856316852,3009.66837031072,2984.16523363353,3007.7380792061,3027.08095083568,3030.69299770957,3009.78605910188,3088.3556321339,2160.57273791287,2233.71814908172,3089.40679040521,3099.22929671797,3134.80347504327,3131.04791119632,3149.3279287741,3119.29487011684,3092.85996959415,3079.3993445635,3146.70222605465,3173.50456901433,2199.04917543373,2170.50026258792,3059.05818933689,2973.58103961653,2959.77928765499,2985.0197565954,3058.83475119716,3033.17518345595,3003.71887297399,2978.58439704425,3008.45956266492,3025.01908220057,2207.4937726078,2304.99905791118
,21,3191.82357252707,3032.84672695393,3086.18898879859,3031.19201767704,3100.49000438968,3090.19406262928,3029.16889131479,3319.93988297347,3090.18114853832,3105.44121812939,2295.82030684943,2168.03220924296,2858.43924832427,2941.69688003503,2921.01337956707,2879.55476168399,2966.88325599069,2988.72244576807,2943.96829807054,2964.92713670415,2995.95823529634,2989.19539389153,2692.90837976044,2204.25014281926,3050.0229552482,3080.81745794761,3105.96606627877,3114.76494813678,3131.40317052862,3135.94625026174,3386.0870751552,3114.50130575162,3081.92149089321,3127.84424199111,2283.63305991935,2170.06727504779,2891.95253266284,2985.80702881947,2987.34307465683,2968.35448771118,2895.90473181924,3018.30935913215,3094.60653948028,3033.30578633806,3019.66168375101,3052.92521444375,2261.0853007741,2199.22095720964,3079.46513332874,3165.27073955113,3149.10546528274,3169.36767399106,3185.25736643171,3138.74373475709,3114.64604103515,3127.72533488949,3158.17968530639,3194.04309053667,2193.79655168437,2166.99420872469,2857.33545904076,2912.63481482033,2950.40268297333,3012.75410706268,2988.31528640985,3006.08336992921,3028.31558666339,3030.24587776802,3005.09824408523,3081.67198090948,2160.86123383156,2237.47371292867,3088.26401518675,3092.0982818899,3134.98817091014,3132.33542169832,3149.73508813232,3115.67112746246,3090.47061910539,3077.20662938419,3147.63423356225,3169.49949518364,2196.97536735604,2165.93038002452,3059.18903588109,2969.82547576957,2960.92206287346,2987.84209462429,3055.0531155062,3032.67616348848,3000.278607876,2975.97136475366,3011.83501364603,3029.90450717504,2200.02138718675,2302.04489868971
,22,3189.76286825798,3029.95871933655,3080.97646732962,3029.73528109819,3096.87932454317,3088.84310149043,3034.87021832306,3323.51441098125,3095.22558918466,3105.90164852355,2298.59175949893,2170.23879650207,2859.58231117387,2938.50620372848,2922.24930533681,2876.9690711918,2959.55691226356,2981.97407842211,2950.53580659419,2961.30348292067,2990.930369946,2991.94132441815,2697.7689237426,2211.21132659477,3049.7489633056,3078.10125335726,3106.45354340892,3113.89888562412,3123.19679155388,3137.53655574771,3391.65649480172,3114.55555525594,3079.42775037976,3134.88478001372,2293.12958393806,2165.30146932225,2890.91580825534,2979.72848757726,2981.81618531583,2967.93548070877,2898.15160097764,3017.2207904524,3094.89737619985,3027.09641946084,3010.45697141353,3049.39467846528,2273.60176415953,2201.09910158911,3073.16295152864,3163.24900951323,3150.19675638973,3170.70848413609,3188.60717843842,3134.47762047577,3113.86014333415,3125.61294593947,3156.39454813557,3189.60521881391,2196.89641594545,2171.84063181176,2852.01806180456,2917.40383880679,2953.03090753291,3014.02905928088,2986.20259225908,3006.2152998177,3032.70333036914,3028.96067896106,3007.08273725342,3081.5544340705,2166.04999960387,2241.03387436755,3094.34523765228,3100.62197595126,3129.68405399456,3126.65094691593,3142.29016162795,3117.28725219188,3089.9071743224,3079.55835331952,3144.0238181884,3169.198265814,2200.04818651599,2170.48830659595,3060.21547315159,2972.37378770085,2962.95819292798,2983.03790759188,3052.62417727796,3027.48969025333,2999.62326263056,2969.83970080995,3007.04277665245,3024.53552972784,2201.72994302762,2306.18183706156
,23,3183.8392530476,3028.94642782344,3078.6508146123,3035.19709150773,3092.28200310839,3083.0372196193,3028.84165312324,3322.42206871984,3088.42166456124,3103.83840887842,2310.29188590596,2160.34929977314,2860.67192408692,2936.92914385172,2926.59445981845,2879.84423225106,2964.25755327124,2979.780046937,2946.2268020151,2959.22836766161,2995.82641410376,2984.83506072854,2712.89622495149,2208.41286602444,3047.51494131991,3076.85234470025,3099.55775321999,3110.90339127915,3126.12350028689,3137.19380018041,3389.34361903469,3111.17994775526,3082.68293493537,3127.76529547282,2303.59385861803,2164.10486362009,2888.0651476233,2977.7179346398,2982.01150438918,2965.82040193888,2898.83281919671,3018.51890853255,3092.59730185737,3034.98656745895,3012.1244842131,3045.88606022493,2278.09194025131,2204.46066686804,3076.44518534203,3163.39234847241,3144.71906027574,3166.91253473706,3190.15570549713,3133.3463757242,3116.48447153053,3131.39025643767,3152.74236569017,3190.03801670598,2199.11520786106,2168.43839395281,2857.76966489136,2920.29067779778,2950.66510704801,3010.9417484113,2983.522696693,3007.29095926454,3033.72610344933,3027.52831443933,3006.52951522239,3074.08068838681,2164.85339357129,2236.90987884434,3085.00722764516,3101.68443597197,3132.08591171458,3124.81016160298,3137.33853546394,3114.08123230244,3086.99039342408,3071.99274790769,3142.94544389723,3170.61522390973,2197.27677736568,2166.92841995945,3055.84063139236,2968.49922299471,2960.46178517886,2982.82606676771,3053.35844564598,3028.17085137986,3001.40846900352,2969.16880642762,3007.21201274625,3022.36730763712,2206.53447494573,2307.79678606863
,24,3185.54543043879,3025.96388601196,3078.75520455352,3028.99699041247,3096.31275627167,3082.16963996197,3027.0796142454,3317.39141833437,3090.16687000126,3105.05851593165,2329.76555003302,2171.05119861401,2860.57782575696,2940.06670076985,2921.8005799967,2873.3427898744,2963.74406692591,2980.60498902636,2947.66968571595,2957.07333273787,2992.98862213586,2984.87370335738,2726.38147434538,2217.01291535273,3047.26408583356,3071.25699426136,3101.04052978413,3104.66427083846,3120.93528727104,3133.68636265528,3381.79103754629,3106.68739630741,3080.46181310278,3127.4225439837,2328.53091475045,2167.30855051055,2885.22740323677,2983.53429342087,2976.35040709052,2962.08935837965,2896.65198276976,3018.11139119229,3088.48608962251,3037.99225994601,3015.83875584978,3046.00362238049,2302.97613299302,2208.77908952513,3071.76892809374,3162.20919106299,3145.96522111085,3166.51689131176,3188.94573345205,3134.85496553967,3111.29626277074,3124.19207337461,3156.9565696329,3182.7350330934,2193.19178862499,2172.65303250933,2853.95972255788,2919.75162635725,2950.49421545653,3003.7175466991,2981.13105525392,3004.93926789641,3029.4699383271,3028.45898474759,3004.6507721051,3081.01370750085,2167.32170825779,2254.3475358186,3084.12575838479,3095.35370269516,3127.27780876407,3124.52028606962,3144.16577734496,3113.97508264375,3084.98003730736,3075.34101280706,3139.00477282157,3164.66554754287,2197.49924521176,2168.09606604899,3060.08094995399,2964.1244232859,2959.73899486364,2977.78265224366,3055.34026235628,3026.52893815726,3008.72187656555,2969.40409119643,3009.58809492544,3023.45587319107,2210.95986429895,2328.11084148676
,25,3185.99438865659,3027.38491550688,3084.32609160742,3029.1573143573,3096.69560324358,3083.45865417169,3025.94072964128,3313.99306681312,3088.54071669893,3096.48605375068,2360.06310324134,2170.15984994893,2861.13224643473,2934.9743201243,2923.36503455541,2874.39624201094,2965.61118697298,2977.92879856032,2942.4196623395,2957.62686396906,2988.59194380255,2986.89824784307,2761.65666553278,2213.07558609499,3048.61910167935,3077.93068981653,3096.43317905305,3111.56143412947,3116.05261581918,3129.36851144421,3386.91580301815,3105.07417168879,3078.46845229424,3122.65878541397,2362.59816478103,2163.5678127618,2882.77383580735,2971.92764221073,2976.91784408818,2964.62606069415,2896.82510395514,3024.31184782728,3089.1844722341,3033.72744260014,3009.03885740343,3039.72859894974,2344.22627848427,2211.25031254694,3076.30180800253,3155.30464711028,3144.73336251785,3162.80286402311,3181.54316756785,3131.57535999909,3110.32704141897,3126.87341050548,3154.77979872923,3192.07449155932,2197.89445632094,2167.45422486851,2851.78268411835,2918.8738528657,2948.05361975212,3006.89901595384,2984.61391470825,3001.05453439952,3030.02475179303,3029.95871933655,3008.25134116965,3077.33980897899,2164.72374624357,2261.15233132142,3088.04169651119,3091.19346708173,3132.98055991253,3120.42610866577,3143.68244744473,3113.97783217726,3082.64433509579,3068.01607485592,3138.19322537954,3168.97482757564,2200.46947846161,2166.54901979162,3054.89681462713,2964.33756464811,2956.8912477841,2976.61545929668,3055.93384095479,3027.90976388794,3001.44877984081,2967.51540707416,3005.84810088072,3016.81363091445,2201.59812177686,2339.52432899066
